"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"33361_at"	"0.98302"	"9.40e-01"	"-0.0759673"	"-6.14426"	"-0.0121594"	"HNRNPUL2-BSCL2///BSCL2"	"HNRNPUL2-BSCL2 readthrough (NMD candidate)///BSCL2, seipin lipid droplet biogenesis associated"
"34174_s_at"	"0.983051"	"9.40e-01"	"-0.0758304"	"-6.14427"	"-0.0070049"	"ADGRL2"	"adhesion G protein-coupled receptor L2"
"704_at"	"0.983068"	"9.41e-01"	"0.0755043"	"-6.1443"	"0.0071292"	"NFIA"	"nuclear factor I A"
"31925_s_at"	"0.983068"	"9.41e-01"	"0.0752345"	"-6.14432"	"0.0068389"	"RASGRF1"	"Ras protein specific guanine nucleotide releasing factor 1"
"1209_at"	"0.983068"	"9.41e-01"	"0.0750851"	"-6.14433"	"0.0079382"	"TRAF6"	"TNF receptor associated factor 6"
"40353_at"	"0.983068"	"9.41e-01"	"0.075069"	"-6.14433"	"0.0151244"	"DPY19L4"	"dpy-19 like 4 (C. elegans)"
"37774_at"	"0.983068"	"9.41e-01"	"0.0749946"	"-6.14434"	"0.0103761"	"SEPT6"	"septin 6"
"39704_s_at"	"0.983068"	"9.41e-01"	"-0.0749867"	"-6.14434"	"-0.0120983"	"HMGA1"	"high mobility group AT-hook 1"
"575_s_at"	"0.983068"	"9.41e-01"	"0.0749646"	"-6.14434"	"0.0076036"	"EPCAM"	"epithelial cell adhesion molecule"
"1778_g_at"	"0.983068"	"9.41e-01"	"-0.0749421"	"-6.14434"	"-0.0109794"	"RIN1"	"Ras and Rab interactor 1"
"33753_at"	"0.983068"	"9.41e-01"	"-0.0749179"	"-6.14434"	"-0.015906"	"DAAM1"	"dishevelled associated activator of morphogenesis 1"
"806_at"	"0.983237"	"9.41e-01"	"-0.0746123"	"-6.14436"	"-0.0134704"	"PLK3"	"polo like kinase 3"
"38913_at"	"0.983327"	"9.42e-01"	"0.0741457"	"-6.1444"	"0.010307"	"HFE"	"hemochromatosis"
"32244_at"	"0.983327"	"9.42e-01"	"0.0740647"	"-6.14441"	"0.0079606"	"TOX4"	"TOX high mobility group box family member 4"
"39293_at"	"0.983327"	"9.42e-01"	"0.0740495"	"-6.14441"	"0.0079221"	"B3GALNT1"	"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
"38697_at"	"0.983327"	"9.42e-01"	"-0.0740444"	"-6.14441"	"-0.007673"	"YIPF3"	"Yip1 domain family member 3"
"38895_i_at"	"0.983327"	"9.42e-01"	"-0.073902"	"-6.14442"	"-0.0064538"	"NCF4"	"neutrophil cytosolic factor 4"
"1056_s_at"	"0.983327"	"9.42e-01"	"0.0738884"	"-6.14442"	"0.0090374"	"IL16"	"interleukin 16"
"32011_g_at"	"0.983327"	"9.42e-01"	"-0.0737821"	"-6.14443"	"-0.0079617"	""	""
"37568_at"	"0.983327"	"9.42e-01"	"-0.0737098"	"-6.14443"	"-0.0096882"	"GRM5"	"glutamate metabotropic receptor 5"
"38081_at"	"0.983376"	"9.42e-01"	"0.0734788"	"-6.14445"	"0.0096961"	"LOC101928830///LTA4H"	"uncharacterized LOC101928830///leukotriene A4 hydrolase"
"579_at"	"0.983376"	"9.42e-01"	"-0.0734331"	"-6.14445"	"-0.0119106"	"CENPC"	"centromere protein C"
"144_at"	"0.983376"	"9.42e-01"	"0.0732938"	"-6.14446"	"0.0038631"	"TK2"	"thymidine kinase 2, mitochondrial"
"34846_at"	"0.983376"	"9.42e-01"	"-0.0732536"	"-6.14447"	"-0.0039825"	"CAMK2B"	"calcium/calmodulin dependent protein kinase II beta"
"40298_at"	"0.983523"	"9.43e-01"	"0.0729748"	"-6.14449"	"0.0077488"	"ATP2C2"	"ATPase secretory pathway Ca2+ transporting 2"
"37986_at"	"0.983571"	"9.43e-01"	"-0.0728034"	"-6.1445"	"-0.0094451"	"EPOR"	"erythropoietin receptor"
"37133_at"	"0.983571"	"9.43e-01"	"-0.0727186"	"-6.1445"	"-0.0058329"	"SRPK3"	"SRSF protein kinase 3"
"39645_r_at"	"0.983931"	"9.43e-01"	"0.0721797"	"-6.14454"	"0.0041917"	"ARR3"	"arrestin 3"
"32680_at"	"0.984119"	"9.44e-01"	"0.0717098"	"-6.14458"	"0.0057151"	"TNIK"	"TRAF2 and NCK interacting kinase"
"40952_at"	"0.984119"	"9.44e-01"	"0.0715962"	"-6.14459"	"0.0139552"	"SNX29P2"	"sorting nexin 29 pseudogene 2"
"38446_at"	"0.984119"	"9.44e-01"	"0.0715533"	"-6.14459"	"0.0557237"	"XIST"	"X inactive specific transcript (non-protein coding)"
"35825_s_at"	"0.984119"	"9.44e-01"	"-0.0714313"	"-6.1446"	"-0.0101429"	"ZBTB18"	"zinc finger and BTB domain containing 18"
"37480_at"	"0.984119"	"9.44e-01"	"-0.0713973"	"-6.1446"	"-0.0095417"	"THPO"	"thrombopoietin"
"35600_at"	"0.984119"	"9.44e-01"	"0.0712662"	"-6.14461"	"0.0140752"	"PTBP3"	"polypyrimidine tract binding protein 3"
"33405_at"	"0.984119"	"9.44e-01"	"-0.0710741"	"-6.14462"	"-0.0080069"	"CAP2"	"CAP, adenylate cyclase-associated protein, 2 (yeast)"
"35509_at"	"0.984119"	"9.44e-01"	"-0.070727"	"-6.14465"	"-0.0054358"	""	""
"33990_at"	"0.984119"	"9.44e-01"	"-0.0707127"	"-6.14465"	"-0.0085417"	"ALB"	"albumin"
"599_at"	"0.984119"	"9.44e-01"	"0.0707095"	"-6.14465"	"0.0074617"	"HLX"	"H2.0 like homeobox"
"33329_at"	"0.984119"	"9.44e-01"	"-0.0706578"	"-6.14465"	"-0.0058149"	"NFIC"	"nuclear factor I C"
"32963_s_at"	"0.984119"	"9.44e-01"	"0.0706076"	"-6.14466"	"0.0054786"	"RRAGD"	"Ras related GTP binding D"
"39204_at"	"0.984119"	"9.44e-01"	"0.0705991"	"-6.14466"	"0.0071079"	""	""
"38252_s_at"	"0.984119"	"9.44e-01"	"-0.0705626"	"-6.14466"	"-0.0162045"	"AGL"	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
"41688_at"	"0.984159"	"9.45e-01"	"-0.0703944"	"-6.14467"	"-0.010174"	"PLLP"	"plasmolipin"
"36008_at"	"0.984159"	"9.45e-01"	"-0.0702054"	"-6.14468"	"-0.0047831"	"PTP4A3"	"protein tyrosine phosphatase type IVA, member 3"
"37547_at"	"0.984159"	"9.45e-01"	"-0.070132"	"-6.14469"	"-0.0102787"	"BBS9"	"Bardet-Biedl syndrome 9"
"529_at"	"0.984159"	"9.45e-01"	"-0.0701167"	"-6.14469"	"-0.0115252"	"DUSP5"	"dual specificity phosphatase 5"
"34448_s_at"	"0.984234"	"9.45e-01"	"-0.0699258"	"-6.1447"	"-0.006722"	"CASP2"	"caspase 2"
"38966_at"	"0.98469"	"9.45e-01"	"0.0692282"	"-6.14475"	"0.0052877"	"TECR"	"trans-2,3-enoyl-CoA reductase"
"36748_at"	"0.98469"	"9.46e-01"	"-0.069171"	"-6.14476"	"-0.0090933"	"SYN2"	"synapsin II"
"37495_at"	"0.984825"	"9.46e-01"	"-0.0687953"	"-6.14478"	"-0.007537"	"PRR3"	"proline rich 3"
"37251_s_at"	"0.984825"	"9.46e-01"	"0.0687286"	"-6.14479"	"0.0105146"	"GPM6B"	"glycoprotein M6B"
"38236_at"	"0.984825"	"9.46e-01"	"-0.068708"	"-6.14479"	"-0.0076405"	"GRIN2A"	"glutamate ionotropic receptor NMDA type subunit 2A"
"40295_at"	"0.984902"	"9.46e-01"	"-0.0684232"	"-6.14481"	"-0.0039562"	"CPNE6"	"copine 6"
"1902_at"	"0.984902"	"9.46e-01"	"0.0684154"	"-6.14481"	"0.0072805"	"ERCC1"	"ERCC excision repair 1, endonuclease non-catalytic subunit"
"1544_at"	"0.984902"	"9.46e-01"	"-0.0683157"	"-6.14482"	"-0.0068485"	"BLM"	"Bloom syndrome RecQ like helicase"
"39901_at"	"0.984938"	"9.46e-01"	"0.0680787"	"-6.14483"	"0.0065815"	"EDIL3"	"EGF like repeats and discoidin domains 3"
"31413_at"	"0.984938"	"9.46e-01"	"0.0680741"	"-6.14483"	"0.0074926"	"TTTY1B///TTTY1"	"testis-specific transcript, Y-linked 1B (non-protein coding)///testis-specific transcript, Y-linked 1 (non-protein coding)"
"1666_at"	"0.984973"	"9.47e-01"	"-0.0679316"	"-6.14484"	"-0.008688"	"IFNA1"	"interferon alpha 1"
"34551_at"	"0.985044"	"9.47e-01"	"0.0677253"	"-6.14486"	"0.0070532"	"POU4F2"	"POU class 4 homeobox 2"
"31594_at"	"0.985044"	"9.47e-01"	"0.0674992"	"-6.14487"	"0.0049267"	"KRT33A"	"keratin 33A"
"40075_at"	"0.985044"	"9.47e-01"	"-0.0674854"	"-6.14487"	"-0.0084849"	"SYT1"	"synaptotagmin 1"
"36131_at"	"0.985044"	"9.47e-01"	"-0.0674475"	"-6.14488"	"-0.0066595"	"CLIC1"	"chloride intracellular channel 1"
"37967_at"	"0.985303"	"9.47e-01"	"0.0670323"	"-6.1449"	"0.0040589"	"LST1"	"leukocyte specific transcript 1"
"35169_at"	"0.985448"	"9.47e-01"	"0.0667323"	"-6.14492"	"0.0059795"	"COL16A1"	"collagen type XVI alpha 1 chain"
"1563_s_at"	"0.985448"	"9.48e-01"	"-0.0666559"	"-6.14493"	"-0.0082495"	"TNFRSF1A"	"TNF receptor superfamily member 1A"
"33093_at"	"0.985455"	"9.48e-01"	"-0.0665479"	"-6.14494"	"-0.0062154"	"IL18RAP"	"interleukin 18 receptor accessory protein"
"36444_s_at"	"0.985471"	"9.48e-01"	"-0.0664167"	"-6.14494"	"-0.0356445"	"CCL23"	"C-C motif chemokine ligand 23"
"1540_f_at"	"0.985471"	"9.48e-01"	"-0.0661337"	"-6.14496"	"-0.0058004"	"IFNA5"	"interferon alpha 5"
"37338_at"	"0.985471"	"9.48e-01"	"0.0660233"	"-6.14497"	"0.010719"	"PRPSAP1"	"phosphoribosyl pyrophosphate synthetase associated protein 1"
"33940_at"	"0.985471"	"9.48e-01"	"0.0658527"	"-6.14498"	"0.0106838"	"HCG4"	"HLA complex group 4 (non-protein coding)"
"36697_g_at"	"0.985471"	"9.48e-01"	"0.065848"	"-6.14498"	"0.0060094"	"PIGCP1"	"phosphatidylinositol glycan anchor biosynthesis class C pseudogene 1"
"2052_g_at"	"0.985471"	"9.48e-01"	"0.0658111"	"-6.14498"	"0.0090546"	"MGMT"	"O-6-methylguanine-DNA methyltransferase"
"39427_at"	"0.985471"	"9.48e-01"	"0.0657984"	"-6.14499"	"0.008959"	"UQCRB"	"ubiquinol-cytochrome c reductase binding protein"
"39663_at"	"0.985471"	"9.48e-01"	"-0.0657347"	"-6.14499"	"-0.0101301"	"MAN2A1"	"mannosidase alpha class 2A member 1"
"39850_at"	"0.985529"	"9.48e-01"	"-0.0655645"	"-6.145"	"-0.0077706"	"ANK2"	"ankyrin 2, neuronal"
"34000_r_at"	"0.985653"	"9.49e-01"	"0.0652329"	"-6.14502"	"0.0193596"	"IGHV5-78"	"immunoglobulin heavy variable 5-78 (pseudogene)"
"34262_at"	"0.985653"	"9.49e-01"	"0.0652136"	"-6.14502"	"0.0057626"	"DIAPH2"	"diaphanous related formin 2"
"41188_at"	"0.985753"	"9.49e-01"	"0.0649925"	"-6.14504"	"0.0087257"	"LAPTM4B"	"lysosomal protein transmembrane 4 beta"
"38364_at"	"0.985938"	"9.49e-01"	"-0.064666"	"-6.14506"	"-0.0142551"	"TLE4"	"transducin like enhancer of split 4"
"33814_at"	"0.985958"	"9.49e-01"	"0.064542"	"-6.14507"	"0.0043998"	"PAK4"	"p21 (RAC1) activated kinase 4"
"33035_at"	"0.986257"	"9.50e-01"	"-0.0640768"	"-6.1451"	"-0.0093381"	"TIPRL"	"TOR signaling pathway regulator"
"37247_at"	"0.986273"	"9.50e-01"	"-0.0639429"	"-6.14511"	"-0.0190711"	"TCF21"	"transcription factor 21"
"35716_at"	"0.986273"	"9.50e-01"	"0.0638583"	"-6.14511"	"0.0088989"	"SULT1C2"	"sulfotransferase family 1C member 2"
"40185_at"	"0.98631"	"9.50e-01"	"-0.0637137"	"-6.14512"	"-0.0041107"	"GFAP"	"glial fibrillary acidic protein"
"810_at"	"0.986765"	"9.50e-01"	"-0.0630569"	"-6.14516"	"-0.0062657"	"LOC100505585///ARHGEF1"	"uncharacterized LOC100505585///Rho guanine nucleotide exchange factor 1"
"39064_at"	"0.986845"	"9.50e-01"	"0.0628602"	"-6.14517"	"0.0050486"	"ST20-MTHFS///MTHFS"	"ST20-MTHFS readthrough///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)"
"1070_at"	"0.986976"	"9.51e-01"	"-0.0626006"	"-6.14519"	"-0.0071221"	"GTF2B"	"general transcription factor IIB"
"41119_f_at"	"0.987015"	"9.51e-01"	"-0.0624536"	"-6.1452"	"-0.0060186"	"DHRS12"	"dehydrogenase/reductase 12"
"36521_at"	"0.987152"	"9.51e-01"	"-0.0620557"	"-6.14523"	"-0.0052144"	"DZIP1"	"DAZ interacting zinc finger protein 1"
"1992_at"	"0.987152"	"9.51e-01"	"0.0619648"	"-6.14523"	"0.0070687"	"FHIT"	"fragile histidine triad"
"40935_at"	"0.987152"	"9.51e-01"	"-0.0618873"	"-6.14524"	"-0.0031512"	"MFSD5"	"major facilitator superfamily domain containing 5"
"37983_at"	"0.987152"	"9.51e-01"	"0.0618601"	"-6.14524"	"0.0065148"	"AGTR1"	"angiotensin II receptor type 1"
"39738_at"	"0.987152"	"9.51e-01"	"-0.0617888"	"-6.14524"	"-0.0100242"	"MYH9"	"myosin, heavy chain 9, non-muscle"
"33682_at"	"0.987191"	"9.51e-01"	"-0.0616416"	"-6.14525"	"-0.0079219"	"GPR1"	"G protein-coupled receptor 1"
"AFFX-HSAC07/X00351_3_st"	"0.98728"	"9.52e-01"	"-0.0611921"	"-6.14528"	"-0.0097092"	"ACTB"	"actin beta"
"35760_at"	"0.98728"	"9.52e-01"	"0.0611093"	"-6.14528"	"0.0074277"	"ATP5H"	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit D"
"39031_at"	"0.98728"	"9.52e-01"	"-0.0608592"	"-6.1453"	"-0.0069042"	"COX7A1"	"cytochrome c oxidase subunit 7A1"
"32192_g_at"	"0.98728"	"9.52e-01"	"-0.0608437"	"-6.1453"	"-0.0043415"	"PCGF2"	"polycomb group ring finger 2"
"40451_at"	"0.98728"	"9.52e-01"	"0.0608243"	"-6.1453"	"0.0045863"	"POLE"	"DNA polymerase epsilon, catalytic subunit"
"934_at"	"0.98728"	"9.52e-01"	"0.0607977"	"-6.1453"	"0.0059223"	"GPLD1"	"glycosylphosphatidylinositol specific phospholipase D1"
"36158_at"	"0.98728"	"9.52e-01"	"-0.06065"	"-6.14531"	"-0.0047399"	"SLC4A5///DCTN1"	"solute carrier family 4 member 5///dynactin subunit 1"
"33181_at"	"0.98728"	"9.52e-01"	"0.0606495"	"-6.14531"	"0.0116586"	"PPP2CA"	"protein phosphatase 2 catalytic subunit alpha"
"40937_at"	"0.98728"	"9.52e-01"	"0.0606373"	"-6.14531"	"0.0066087"	"SCAPER"	"S-phase cyclin A associated protein in the ER"
"38057_at"	"0.987484"	"9.53e-01"	"0.0602876"	"-6.14533"	"0.0039237"	"DPT"	"dermatopontin"
"445_at"	"0.987648"	"9.53e-01"	"-0.059987"	"-6.14535"	"-0.0088608"	"NKX3-1"	"NK3 homeobox 1"
"31524_f_at"	"0.98776"	"9.53e-01"	"0.0597501"	"-6.14537"	"0.0049346"	"HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG"	"histone cluster 1, H2bc///histone cluster 1, H2bi///histone cluster 1, H2be///histone cluster 1, H2bf///histone cluster 1, H2bg"
"41467_at"	"0.987827"	"9.53e-01"	"0.0595164"	"-6.14538"	"0.0046269"	"MSH5-SAPCD1///SAPCD1///MSH5"	"MSH5-SAPCD1 readthrough (NMD candidate)///suppressor APC domain containing 1///mutS homolog 5"
"481_at"	"0.987827"	"9.53e-01"	"-0.0594695"	"-6.14538"	"-0.0076368"	"SNRK"	"SNF related kinase"
"32038_s_at"	"0.987874"	"9.53e-01"	"-0.0593117"	"-6.14539"	"-0.0056805"	"SRSF8"	"serine and arginine rich splicing factor 8"
"38348_at"	"0.987898"	"9.53e-01"	"0.0591827"	"-6.1454"	"0.006733"	"ACOX2"	"acyl-CoA oxidase 2"
"34447_at"	"0.987906"	"9.54e-01"	"0.0590214"	"-6.14541"	"0.0035599"	"CHRNA4"	"cholinergic receptor nicotinic alpha 4 subunit"
"33257_at"	"0.987906"	"9.54e-01"	"0.0589179"	"-6.14542"	"0.0056306"	"DLST"	"dihydrolipoamide S-succinyltransferase"
"39499_s_at"	"0.987906"	"9.54e-01"	"0.0588185"	"-6.14542"	"0.0062101"	"PARD3"	"par-3 family cell polarity regulator"
"1258_s_at"	"0.987906"	"9.54e-01"	"0.0587403"	"-6.14543"	"0.0063754"	"ERCC4"	"ERCC excision repair 4, endonuclease catalytic subunit"
"37214_g_at"	"0.987906"	"9.54e-01"	"0.0585193"	"-6.14544"	"0.006895"	"DNASE1L1"	"deoxyribonuclease 1 like 1"
"32717_at"	"0.987906"	"9.54e-01"	"0.0583814"	"-6.14545"	"0.0047512"	"NEURL1"	"neuralized E3 ubiquitin protein ligase 1"
"39706_at"	"0.987906"	"9.54e-01"	"-0.0583645"	"-6.14545"	"-0.0072912"	"CPNE3"	"copine 3"
"38297_at"	"0.987906"	"9.54e-01"	"-0.0582657"	"-6.14545"	"-0.0053442"	"PITPNM1"	"phosphatidylinositol transfer protein membrane associated 1"
"1608_at"	"0.987906"	"9.54e-01"	"0.0581285"	"-6.14546"	"0.0058601"	"MET"	"MET proto-oncogene, receptor tyrosine kinase"
"35990_at"	"0.987906"	"9.54e-01"	"-0.057991"	"-6.14547"	"-0.0047024"	"ZBTB40"	"zinc finger and BTB domain containing 40"
"34776_at"	"0.987906"	"9.54e-01"	"0.0579879"	"-6.14547"	"0.0046835"	"CDC42EP4"	"CDC42 effector protein 4"
"40413_at"	"0.987906"	"9.54e-01"	"-0.0579795"	"-6.14547"	"-0.0059785"	"DAP3"	"death associated protein 3"
"38530_at"	"0.987936"	"9.54e-01"	"-0.0578432"	"-6.14548"	"-0.0045567"	"OCEL1"	"occludin/ELL domain containing 1"
"40951_at"	"0.988183"	"9.55e-01"	"0.057398"	"-6.1455"	"0.0138325"	"NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3"	"nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein member///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3"
"33249_at"	"0.988183"	"9.55e-01"	"0.0573408"	"-6.14551"	"0.0112632"	"NR3C2"	"nuclear receptor subfamily 3 group C member 2"
"38258_at"	"0.9882"	"9.55e-01"	"0.057064"	"-6.14552"	"0.0058735"	"MFSD9"	"major facilitator superfamily domain containing 9"
"37390_at"	"0.9882"	"9.55e-01"	"0.056911"	"-6.14553"	"0.004906"	"DHX38"	"DEAH-box helicase 38"
"34997_r_at"	"0.9882"	"9.55e-01"	"0.0568973"	"-6.14553"	"0.0103395"	"FZD5"	"frizzled class receptor 5"
"1404_r_at"	"0.9882"	"9.55e-01"	"-0.056718"	"-6.14554"	"-0.0229367"	"CCL5"	"C-C motif chemokine ligand 5"
"39215_at"	"0.9882"	"9.55e-01"	"0.0566485"	"-6.14555"	"0.0042542"	"NPPB"	"natriuretic peptide B"
"41601_at"	"0.9882"	"9.55e-01"	"0.0565743"	"-6.14555"	"0.0052286"	"ADAM17"	"ADAM metallopeptidase domain 17"
"39271_at"	"0.9882"	"9.55e-01"	"0.0565352"	"-6.14555"	"0.0078719"	"MIA"	"melanoma inhibitory activity"
"36249_at"	"0.9882"	"9.55e-01"	"0.0565244"	"-6.14555"	"0.0051352"	"ASPHD1"	"aspartate beta-hydroxylase domain containing 1"
"31329_at"	"0.988251"	"9.56e-01"	"-0.0563616"	"-6.14556"	"-0.0049654"	""	""
"37298_at"	"0.988273"	"9.56e-01"	"-0.0562354"	"-6.14557"	"-0.0040333"	"GABARAP"	"GABA type A receptor-associated protein"
"36554_at"	"0.988513"	"9.56e-01"	"-0.0558409"	"-6.14559"	"-0.0058931"	"ASMTL"	"acetylserotonin O-methyltransferase-like"
"34573_at"	"0.988549"	"9.56e-01"	"-0.0556968"	"-6.1456"	"-0.0043695"	"EFNA3"	"ephrin A3"
"41080_at"	"0.98855"	"9.56e-01"	"-0.0555097"	"-6.14561"	"-0.0050225"	"H2AFB1///H2AFB2///H2AFB3"	"H2A histone family member B1///H2A histone family member B2///H2A histone family member B3"
"37254_at"	"0.98855"	"9.56e-01"	"0.0552744"	"-6.14562"	"0.0044321"	"ZNF133"	"zinc finger protein 133"
"41727_at"	"0.98855"	"9.56e-01"	"-0.0552376"	"-6.14563"	"-0.004226"	"CNOT1"	"CCR4-NOT transcription complex subunit 1"
"32167_at"	"0.98855"	"9.57e-01"	"-0.0550475"	"-6.14564"	"-0.0079208"	"PMPCB"	"peptidase, mitochondrial processing beta subunit"
"36734_at"	"0.98855"	"9.57e-01"	"-0.0550326"	"-6.14564"	"-0.0029517"	"SPRR2D"	"small proline rich protein 2D"
"38962_at"	"0.98855"	"9.57e-01"	"0.0545674"	"-6.14566"	"0.0047125"	"TRIM66"	"tripartite motif containing 66"
"32475_at"	"0.98855"	"9.57e-01"	"-0.0545019"	"-6.14567"	"-0.006212"	"LILRA1"	"leukocyte immunoglobulin like receptor A1"
"35359_at"	"0.98855"	"9.57e-01"	"-0.0544735"	"-6.14567"	"-0.007082"	"PUM2"	"pumilio RNA binding family member 2"
"38345_at"	"0.98855"	"9.57e-01"	"-0.0544118"	"-6.14567"	"-0.0072254"	"CNTRL"	"centriolin"
"31493_s_at"	"0.98855"	"9.57e-01"	"0.0542936"	"-6.14568"	"0.0058021"	"GH1///CSHL1///CSH2///CSH1"	"growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 2///chorionic somatomammotropin hormone 1"
"39123_s_at"	"0.98855"	"9.58e-01"	"-0.0539473"	"-6.1457"	"-0.0062096"	"TRPC1"	"transient receptor potential cation channel subfamily C member 1"
"37475_at"	"0.98855"	"9.58e-01"	"0.0539329"	"-6.1457"	"0.0083714"	"WDR62"	"WD repeat domain 62"
"1556_at"	"0.98855"	"9.58e-01"	"-0.0539177"	"-6.1457"	"-0.0065118"	"RBM5"	"RNA binding motif protein 5"
"33568_at"	"0.98855"	"9.58e-01"	"-0.0538988"	"-6.1457"	"-0.003414"	"CHRNB4"	"cholinergic receptor nicotinic beta 4 subunit"
"35476_at"	"0.98855"	"9.58e-01"	"-0.053824"	"-6.1457"	"-0.006217"	"SH3PXD2A"	"SH3 and PX domains 2A"
"39799_at"	"0.98855"	"9.58e-01"	"0.0537799"	"-6.14571"	"0.0216888"	"FABP5"	"fatty acid binding protein 5"
"40609_at"	"0.98855"	"9.58e-01"	"0.0537709"	"-6.14571"	"0.0046367"	"CHD8"	"chromodomain helicase DNA binding protein 8"
"40553_at"	"0.98855"	"9.58e-01"	"0.0535182"	"-6.14572"	"0.0038444"	"LOC728488"	"POM121 membrane glycoprotein (rat) pseudogene"
"34858_at"	"0.98855"	"9.58e-01"	"-0.0533621"	"-6.14573"	"-0.0031488"	"KCTD2"	"potassium channel tetramerization domain containing 2"
"40558_at"	"0.98855"	"9.58e-01"	"-0.0532719"	"-6.14573"	"-0.0041043"	"GUCA1B"	"guanylate cyclase activator 1B"
"33739_at"	"0.98855"	"9.58e-01"	"0.0532396"	"-6.14573"	"0.0053302"	"ST20"	"suppressor of tumorigenicity 20"
"338_at"	"0.98855"	"9.58e-01"	"-0.0531977"	"-6.14574"	"-0.0041785"	"ATF6"	"activating transcription factor 6"
"40857_f_at"	"0.98855"	"9.58e-01"	"0.0531372"	"-6.14574"	"0.0088526"	"PSG11///PSG3"	"pregnancy specific beta-1-glycoprotein 11///pregnancy specific beta-1-glycoprotein 3"
"32459_at"	"0.98855"	"9.58e-01"	"0.0529918"	"-6.14575"	"0.0054417"	"SLC5A5"	"solute carrier family 5 member 5"
"34391_at"	"0.98855"	"9.58e-01"	"0.052806"	"-6.14576"	"0.009437"	"IGBP1"	"immunoglobulin (CD79A) binding protein 1"
"36022_at"	"0.98855"	"9.58e-01"	"-0.052786"	"-6.14576"	"-0.0057142"	"DNAJC6"	"DnaJ heat shock protein family (Hsp40) member C6"
"36828_at"	"0.98855"	"9.58e-01"	"0.0527647"	"-6.14576"	"0.0090857"	"ZNF629"	"zinc finger protein 629"
"37306_at"	"0.98855"	"9.59e-01"	"0.0526593"	"-6.14577"	"0.0057713"	"CYFIP1"	"cytoplasmic FMR1 interacting protein 1"
"36201_at"	"0.98855"	"9.59e-01"	"-0.0526015"	"-6.14577"	"-0.0083242"	"GLO1"	"glyoxalase I"
"39448_r_at"	"0.98855"	"9.59e-01"	"0.0525573"	"-6.14577"	"0.0052908"	"LRRC23"	"leucine rich repeat containing 23"
"33400_r_at"	"0.98855"	"9.59e-01"	"0.0523087"	"-6.14578"	"0.0105293"	"SPTSSA"	"serine palmitoyltransferase small subunit A"
"36984_f_at"	"0.98855"	"9.59e-01"	"0.0522469"	"-6.14579"	"0.0040743"	"HP"	"haptoglobin"
"41189_at"	"0.98855"	"9.59e-01"	"-0.0521806"	"-6.14579"	"-0.0056268"	"TNFRSF25"	"TNF receptor superfamily member 25"
"38537_at"	"0.98855"	"9.59e-01"	"0.0520772"	"-6.1458"	"0.0052868"	"TRIM32"	"tripartite motif containing 32"
"34362_at"	"0.98855"	"9.59e-01"	"0.0520548"	"-6.1458"	"0.0136175"	"SLC2A5"	"solute carrier family 2 member 5"
"41033_at"	"0.98855"	"9.59e-01"	"-0.052003"	"-6.1458"	"-0.0058114"	"ZNF84"	"zinc finger protein 84"
"32956_at"	"0.98855"	"9.59e-01"	"0.0518535"	"-6.14581"	"0.0042776"	"IQCK"	"IQ motif containing K"
"774_g_at"	"0.98855"	"9.59e-01"	"-0.0517427"	"-6.14581"	"-0.0142807"	"MYH11"	"myosin heavy chain 11"
"40223_r_at"	"0.98855"	"9.59e-01"	"-0.0516881"	"-6.14582"	"-0.0032515"	"SBF1"	"SET binding factor 1"
"32691_s_at"	"0.98855"	"9.59e-01"	"0.0516736"	"-6.14582"	"0.0065208"	"PTGER3"	"prostaglandin E receptor 3"
"40080_at"	"0.98855"	"9.59e-01"	"-0.0516153"	"-6.14582"	"-0.0053683"	"EMC1"	"ER membrane protein complex subunit 1"
"41760_at"	"0.988557"	"9.59e-01"	"0.0514441"	"-6.14583"	"0.0066452"	"COX7A2"	"cytochrome c oxidase subunit 7A2"
"33092_at"	"0.988557"	"9.60e-01"	"-0.0513649"	"-6.14583"	"-0.0053532"	"FPR3"	"formyl peptide receptor 3"
"38988_at"	"0.988557"	"9.60e-01"	"0.0513091"	"-6.14584"	"0.0053023"	"WHSC1"	"Wolf-Hirschhorn syndrome candidate 1"
"41496_at"	"0.988695"	"9.60e-01"	"0.0509698"	"-6.14585"	"0.0038379"	""	""
"38682_at"	"0.988695"	"9.60e-01"	"-0.0509174"	"-6.14586"	"-0.0065893"	"BAP1"	"BRCA1 associated protein 1"
"39105_at"	"0.988695"	"9.60e-01"	"-0.05084"	"-6.14586"	"-0.0050007"	"VASP"	"vasodilator-stimulated phosphoprotein"
"38853_at"	"0.9888"	"9.60e-01"	"-0.0505428"	"-6.14587"	"-0.0058318"	"ADGRG2"	"adhesion G protein-coupled receptor G2"
